2026-02-10 23:50:12.438 | WARNING  | __main__:has_flash_attn:161 - flash_attn is not installed. Falling back to torch.sdpa. The speedup will be lower.

Loading weights:   7%|▋         | 28/398 [00:00<00:00, 4517.46it/s, Materializing param=model.layers.2.post_attention_layernorm.weight]
Loading weights:   7%|▋         | 28/398 [00:00<00:00, 4483.66it/s, Materializing param=model.layers.2.post_attention_layernorm.weight]
Loading weights:   7%|▋         | 29/398 [00:00<00:00, 4388.30it/s, Materializing param=model.layers.2.self_attn.k_norm.weight]        
Loading weights:   7%|▋         | 29/398 [00:00<00:00, 4359.98it/s, Materializing param=model.layers.2.self_attn.k_norm.weight]
Loading weights:   8%|▊         | 30/398 [00:00<00:00, 4410.57it/s, Materializing param=model.layers.2.self_attn.k_proj.weight]
Loading weights:   8%|▊         | 30/398 [00:00<00:00, 4372.56it/s, Materializing param=model.layers.2.self_attn.k_proj.weight]
Loading weights:   8%|▊         | 31/398 [00:00<00:00, 4450.57it/s, Materializing param=model.layers.2.self_attn.o_proj.weight]
Loading weights:   8%|▊         | 31/398 [00:00<00:00, 4423.47it/s, Materializing param=model.layers.2.self_attn.o_proj.weight]
Loading weights:   8%|▊         | 32/398 [00:00<00:00, 4355.17it/s, Materializing param=model.layers.2.self_attn.q_norm.weight]
Loading weights:   8%|▊         | 32/398 [00:00<00:00, 4284.68it/s, Materializing param=model.layers.2.self_attn.q_norm.weight]
Loading weights:   8%|▊         | 33/398 [00:00<00:00, 4162.39it/s, Materializing param=model.layers.2.self_attn.q_proj.weight]
Loading weights:   8%|▊         | 33/398 [00:00<00:00, 4135.04it/s, Materializing param=model.layers.2.self_attn.q_proj.weight]
Loading weights:   9%|▊         | 34/398 [00:00<00:00, 4119.43it/s, Materializing param=model.layers.2.self_attn.v_proj.weight]
Loading weights:   9%|▊         | 34/398 [00:00<00:00, 4089.66it/s, Materializing param=model.layers.2.self_attn.v_proj.weight]
Loading weights:   9%|▉         | 35/398 [00:00<00:00, 4120.72it/s, Materializing param=model.layers.3.input_layernorm.weight] 
Loading weights:   9%|▉         | 35/398 [00:00<00:00, 4098.17it/s, Materializing param=model.layers.3.input_layernorm.weight]
Loading weights:   9%|▉         | 36/398 [00:00<00:00, 4160.56it/s, Materializing param=model.layers.3.mlp.down_proj.weight]  
Loading weights:   9%|▉         | 36/398 [00:00<00:00, 4138.89it/s, Materializing param=model.layers.3.mlp.down_proj.weight]
Loading weights:   9%|▉         | 37/398 [00:00<00:00, 4196.80it/s, Materializing param=model.layers.3.mlp.gate_proj.weight]
Loading weights:   9%|▉         | 37/398 [00:00<00:00, 4175.46it/s, Materializing param=model.layers.3.mlp.gate_proj.weight]
Loading weights:  10%|▉         | 38/398 [00:00<00:00, 4167.11it/s, Materializing param=model.layers.3.mlp.up_proj.weight]  
Loading weights:  10%|▉         | 38/398 [00:00<00:00, 4146.08it/s, Materializing param=model.layers.3.mlp.up_proj.weight]
Loading weights:  10%|▉         | 39/398 [00:00<00:00, 4128.25it/s, Materializing param=model.layers.3.post_attention_layernorm.weight]
Loading weights:  10%|▉         | 39/398 [00:00<00:00, 4107.73it/s, Materializing param=model.layers.3.post_attention_layernorm.weight]
Loading weights:  10%|█         | 40/398 [00:00<00:00, 4138.03it/s, Materializing param=model.layers.3.self_attn.k_norm.weight]        
Loading weights:  10%|█         | 40/398 [00:00<00:00, 4117.92it/s, Materializing param=model.layers.3.self_attn.k_norm.weight]
Loading weights:  10%|█         | 41/398 [00:00<00:00, 4169.29it/s, Materializing param=model.layers.3.self_attn.k_proj.weight]
Loading weights:  10%|█         | 41/398 [00:00<00:00, 4142.77it/s, Materializing param=model.layers.3.self_attn.k_proj.weight]
Loading weights:  11%|█         | 42/398 [00:00<00:00, 4139.89it/s, Materializing param=model.layers.3.self_attn.o_proj.weight]
Loading weights:  11%|█         | 42/398 [00:00<00:00, 4120.72it/s, Materializing param=model.layers.3.self_attn.o_proj.weight]
Loading weights:  11%|█         | 43/398 [00:00<00:00, 4176.63it/s, Materializing param=model.layers.3.self_attn.q_norm.weight]
Loading weights:  11%|█         | 43/398 [00:00<00:00, 4158.14it/s, Materializing param=model.layers.3.self_attn.q_norm.weight]
Loading weights:  11%|█         | 44/398 [00:00<00:00, 4085.84it/s, Materializing param=model.layers.3.self_attn.q_proj.weight]
Loading weights:  11%|█         | 44/398 [00:00<00:00, 4067.29it/s, Materializing param=model.layers.3.self_attn.q_proj.weight]
Loading weights:  11%|█▏        | 45/398 [00:00<00:00, 4072.67it/s, Materializing param=model.layers.3.self_attn.v_proj.weight]
Loading weights:  11%|█▏        | 45/398 [00:00<00:00, 4055.08it/s, Materializing param=model.layers.3.self_attn.v_proj.weight]
Loading weights:  12%|█▏        | 46/398 [00:00<00:00, 4105.06it/s, Materializing param=model.layers.4.input_layernorm.weight] 
Loading weights:  12%|█▏        | 46/398 [00:00<00:00, 4088.02it/s, Materializing param=model.layers.4.input_layernorm.weight]
Loading weights:  12%|█▏        | 47/398 [00:00<00:00, 4134.92it/s, Materializing param=model.layers.4.mlp.down_proj.weight]  
Loading weights:  12%|█▏        | 47/398 [00:00<00:00, 4118.16it/s, Materializing param=model.layers.4.mlp.down_proj.weight]
Loading weights:  12%|█▏        | 48/398 [00:00<00:00, 4115.76it/s, Materializing param=model.layers.4.mlp.gate_proj.weight]
Loading weights:  12%|█▏        | 48/398 [00:00<00:00, 4096.50it/s, Materializing param=model.layers.4.mlp.gate_proj.weight]
Loading weights:  12%|█▏        | 49/398 [00:00<00:00, 4144.74it/s, Materializing param=model.layers.4.mlp.up_proj.weight]  
Loading weights:  12%|█▏        | 49/398 [00:00<00:00, 4128.58it/s, Materializing param=model.layers.4.mlp.up_proj.weight]
Loading weights:  13%|█▎        | 50/398 [00:00<00:00, 4167.05it/s, Materializing param=model.layers.4.post_attention_layernorm.weight]
Loading weights:  13%|█▎        | 50/398 [00:00<00:00, 4150.31it/s, Materializing param=model.layers.4.post_attention_layernorm.weight]
Loading weights:  13%|█▎        | 51/398 [00:00<00:00, 4054.00it/s, Materializing param=model.layers.4.self_attn.k_norm.weight]        
Loading weights:  13%|█▎        | 51/398 [00:00<00:00, 4038.47it/s, Materializing param=model.layers.4.self_attn.k_norm.weight]
Loading weights:  13%|█▎        | 52/398 [00:00<00:00, 4076.94it/s, Materializing param=model.layers.4.self_attn.k_proj.weight]
Loading weights:  13%|█▎        | 52/398 [00:00<00:00, 4062.28it/s, Materializing param=model.layers.4.self_attn.k_proj.weight]
Loading weights:  13%|█▎        | 53/398 [00:00<00:00, 4091.70it/s, Materializing param=model.layers.4.self_attn.o_proj.weight]
Loading weights:  13%|█▎        | 53/398 [00:00<00:00, 4077.22it/s, Materializing param=model.layers.4.self_attn.o_proj.weight]
Loading weights:  14%|█▎        | 54/398 [00:00<00:00, 4117.00it/s, Materializing param=model.layers.4.self_attn.q_norm.weight]
Loading weights:  14%|█▎        | 54/398 [00:00<00:00, 4102.45it/s, Materializing param=model.layers.4.self_attn.q_norm.weight]
Loading weights:  14%|█▍        | 55/398 [00:00<00:00, 4065.39it/s, Materializing param=model.layers.4.self_attn.q_proj.weight]
Loading weights:  14%|█▍        | 55/398 [00:00<00:00, 4048.70it/s, Materializing param=model.layers.4.self_attn.q_proj.weight]
Loading weights:  14%|█▍        | 56/398 [00:00<00:00, 4085.88it/s, Materializing param=model.layers.4.self_attn.v_proj.weight]
Loading weights:  14%|█▍        | 56/398 [00:00<00:00, 4072.49it/s, Materializing param=model.layers.4.self_attn.v_proj.weight]
Loading weights:  14%|█▍        | 57/398 [00:00<00:00, 4117.87it/s, Materializing param=model.layers.5.input_layernorm.weight] 
Loading weights:  14%|█▍        | 57/398 [00:00<00:00, 4105.00it/s, Materializing param=model.layers.5.input_layernorm.weight]
Loading weights:  15%|█▍        | 58/398 [00:00<00:00, 4130.99it/s, Materializing param=model.layers.5.mlp.down_proj.weight]  
Loading weights:  15%|█▍        | 58/398 [00:00<00:00, 4117.28it/s, Materializing param=model.layers.5.mlp.down_proj.weight]
Loading weights:  15%|█▍        | 59/398 [00:00<00:00, 4118.70it/s, Materializing param=model.layers.5.mlp.gate_proj.weight]
Loading weights:  15%|█▍        | 59/398 [00:00<00:00, 4105.65it/s, Materializing param=model.layers.5.mlp.gate_proj.weight]
Loading weights:  15%|█▌        | 60/398 [00:00<00:00, 4091.07it/s, Materializing param=model.layers.5.mlp.up_proj.weight]  
Loading weights:  15%|█▌        | 60/398 [00:00<00:00, 4078.01it/s, Materializing param=model.layers.5.mlp.up_proj.weight]
Loading weights:  15%|█▌        | 61/398 [00:00<00:00, 4102.96it/s, Materializing param=model.layers.5.post_attention_layernorm.weight]
Loading weights:  15%|█▌        | 61/398 [00:00<00:00, 4090.04it/s, Materializing param=model.layers.5.post_attention_layernorm.weight]
Loading weights:  16%|█▌        | 62/398 [00:00<00:00, 4117.86it/s, Materializing param=model.layers.5.self_attn.k_norm.weight]        
Loading weights:  16%|█▌        | 62/398 [00:00<00:00, 4105.05it/s, Materializing param=model.layers.5.self_attn.k_norm.weight]
Loading weights:  16%|█▌        | 63/398 [00:00<00:00, 4131.35it/s, Materializing param=model.layers.5.self_attn.k_proj.weight]
Loading weights:  16%|█▌        | 63/398 [00:00<00:00, 4119.11it/s, Materializing param=model.layers.5.self_attn.k_proj.weight]
Loading weights:  16%|█▌        | 64/398 [00:00<00:00, 4155.15it/s, Materializing param=model.layers.5.self_attn.o_proj.weight]
Loading weights:  16%|█▌        | 64/398 [00:00<00:00, 4141.82it/s, Materializing param=model.layers.5.self_attn.o_proj.weight]
Loading weights:  16%|█▋        | 65/398 [00:00<00:00, 4178.62it/s, Materializing param=model.layers.5.self_attn.q_norm.weight]
Loading weights:  16%|█▋        | 65/398 [00:00<00:00, 4163.88it/s, Materializing param=model.layers.5.self_attn.q_norm.weight]
Loading weights:  17%|█▋        | 66/398 [00:00<00:00, 4183.15it/s, Materializing param=model.layers.5.self_attn.q_proj.weight]
Loading weights:  17%|█▋        | 66/398 [00:00<00:00, 4170.92it/s, Materializing param=model.layers.5.self_attn.q_proj.weight]
Loading weights:  17%|█▋        | 67/398 [00:00<00:00, 4141.52it/s, Materializing param=model.layers.5.self_attn.v_proj.weight]
Loading weights:  17%|█▋        | 67/398 [00:00<00:00, 4129.71it/s, Materializing param=model.layers.5.self_attn.v_proj.weight]
Loading weights:  17%|█▋        | 68/398 [00:00<00:00, 4090.42it/s, Materializing param=model.layers.6.input_layernorm.weight] 
Loading weights:  17%|█▋        | 68/398 [00:00<00:00, 4076.10it/s, Materializing param=model.layers.6.input_layernorm.weight]
Loading weights:  17%|█▋        | 69/398 [00:00<00:00, 4107.57it/s, Materializing param=model.layers.6.mlp.down_proj.weight]  
Loading weights:  17%|█▋        | 69/398 [00:00<00:00, 4095.88it/s, Materializing param=model.layers.6.mlp.down_proj.weight]
Loading weights:  18%|█▊        | 70/398 [00:00<00:00, 4127.67it/s, Materializing param=model.layers.6.mlp.gate_proj.weight]
Loading weights:  18%|█▊        | 70/398 [00:00<00:00, 4116.62it/s, Materializing param=model.layers.6.mlp.gate_proj.weight]
Loading weights:  18%|█▊        | 71/398 [00:00<00:00, 4152.60it/s, Materializing param=model.layers.6.mlp.up_proj.weight]  
Loading weights:  18%|█▊        | 71/398 [00:00<00:00, 4130.77it/s, Materializing param=model.layers.6.mlp.up_proj.weight]
Loading weights:  18%|█▊        | 72/398 [00:00<00:00, 4125.32it/s, Materializing param=model.layers.6.post_attention_layernorm.weight]
Loading weights:  18%|█▊        | 72/398 [00:00<00:00, 4101.56it/s, Materializing param=model.layers.6.post_attention_layernorm.weight]
Loading weights:  18%|█▊        | 73/398 [00:00<00:00, 4073.01it/s, Materializing param=model.layers.6.self_attn.k_norm.weight]        
Loading weights:  18%|█▊        | 73/398 [00:00<00:00, 4061.93it/s, Materializing param=model.layers.6.self_attn.k_norm.weight]
Loading weights:  19%|█▊        | 74/398 [00:00<00:00, 4056.12it/s, Materializing param=model.layers.6.self_attn.k_proj.weight]
Loading weights:  19%|█▊        | 74/398 [00:00<00:00, 4045.97it/s, Materializing param=model.layers.6.self_attn.k_proj.weight]
Loading weights:  19%|█▉        | 75/398 [00:00<00:00, 4062.10it/s, Materializing param=model.layers.6.self_attn.o_proj.weight]
Loading weights:  19%|█▉        | 75/398 [00:00<00:00, 4052.05it/s, Materializing param=model.layers.6.self_attn.o_proj.weight]
Loading weights:  19%|█▉        | 76/398 [00:00<00:00, 4048.81it/s, Materializing param=model.layers.6.self_attn.q_norm.weight]
Loading weights:  19%|█▉        | 76/398 [00:00<00:00, 4038.91it/s, Materializing param=model.layers.6.self_attn.q_norm.weight]
Loading weights:  19%|█▉        | 77/398 [00:00<00:00, 4056.39it/s, Materializing param=model.layers.6.self_attn.q_proj.weight]
Loading weights:  19%|█▉        | 77/398 [00:00<00:00, 4046.68it/s, Materializing param=model.layers.6.self_attn.q_proj.weight]
Loading weights:  20%|█▉        | 78/398 [00:00<00:00, 4073.41it/s, Materializing param=model.layers.6.self_attn.v_proj.weight]
Loading weights:  20%|█▉        | 78/398 [00:00<00:00, 4063.69it/s, Materializing param=model.layers.6.self_attn.v_proj.weight]
Loading weights:  20%|█▉        | 79/398 [00:00<00:00, 4092.31it/s, Materializing param=model.layers.7.input_layernorm.weight] 
Loading weights:  20%|█▉        | 79/398 [00:00<00:00, 4082.58it/s, Materializing param=model.layers.7.input_layernorm.weight]
Loading weights:  20%|██        | 80/398 [00:00<00:00, 4113.22it/s, Materializing param=model.layers.7.mlp.down_proj.weight]  
Loading weights:  20%|██        | 80/398 [00:00<00:00, 4103.87it/s, Materializing param=model.layers.7.mlp.down_proj.weight]
Loading weights:  20%|██        | 81/398 [00:00<00:00, 4129.76it/s, Materializing param=model.layers.7.mlp.gate_proj.weight]
Loading weights:  20%|██        | 81/398 [00:00<00:00, 4120.14it/s, Materializing param=model.layers.7.mlp.gate_proj.weight]
Loading weights:  21%|██        | 82/398 [00:00<00:00, 4149.67it/s, Materializing param=model.layers.7.mlp.up_proj.weight]  
Loading weights:  21%|██        | 82/398 [00:00<00:00, 4140.43it/s, Materializing param=model.layers.7.mlp.up_proj.weight]
Loading weights:  21%|██        | 83/398 [00:00<00:00, 4144.91it/s, Materializing param=model.layers.7.post_attention_layernorm.weight]
Loading weights:  21%|██        | 83/398 [00:00<00:00, 4121.90it/s, Materializing param=model.layers.7.post_attention_layernorm.weight]
Loading weights:  21%|██        | 84/398 [00:00<00:00, 4107.94it/s, Materializing param=model.layers.7.self_attn.k_norm.weight]        
Loading weights:  21%|██        | 84/398 [00:00<00:00, 4098.53it/s, Materializing param=model.layers.7.self_attn.k_norm.weight]
Loading weights:  21%|██▏       | 85/398 [00:00<00:00, 4094.96it/s, Materializing param=model.layers.7.self_attn.k_proj.weight]
Loading weights:  21%|██▏       | 85/398 [00:00<00:00, 4042.13it/s, Materializing param=model.layers.7.self_attn.k_proj.weight]
Loading weights:  22%|██▏       | 86/398 [00:00<00:00, 3960.76it/s, Materializing param=model.layers.7.self_attn.o_proj.weight]
Loading weights:  22%|██▏       | 86/398 [00:00<00:00, 3923.62it/s, Materializing param=model.layers.7.self_attn.o_proj.weight]
Loading weights:  22%|██▏       | 87/398 [00:00<00:00, 3901.22it/s, Materializing param=model.layers.7.self_attn.q_norm.weight]
Loading weights:  22%|██▏       | 87/398 [00:00<00:00, 3811.45it/s, Materializing param=model.layers.7.self_attn.q_norm.weight]
Loading weights:  22%|██▏       | 88/398 [00:00<00:00, 3726.43it/s, Materializing param=model.layers.7.self_attn.q_proj.weight]
Loading weights:  22%|██▏       | 88/398 [00:00<00:00, 3613.62it/s, Materializing param=model.layers.7.self_attn.q_proj.weight]
Loading weights:  22%|██▏       | 89/398 [00:00<00:00, 3592.53it/s, Materializing param=model.layers.7.self_attn.v_proj.weight]
Loading weights:  22%|██▏       | 89/398 [00:00<00:00, 3568.53it/s, Materializing param=model.layers.7.self_attn.v_proj.weight]
Loading weights:  23%|██▎       | 90/398 [00:00<00:00, 3497.07it/s, Materializing param=model.layers.8.input_layernorm.weight] 
Loading weights:  23%|██▎       | 90/398 [00:00<00:00, 3449.93it/s, Materializing param=model.layers.8.input_layernorm.weight]
Loading weights:  23%|██▎       | 91/398 [00:00<00:00, 3372.91it/s, Materializing param=model.layers.8.mlp.down_proj.weight]  
Loading weights:  23%|██▎       | 91/398 [00:00<00:00, 3340.85it/s, Materializing param=model.layers.8.mlp.down_proj.weight]
Loading weights:  23%|██▎       | 92/398 [00:00<00:00, 3328.78it/s, Materializing param=model.layers.8.mlp.gate_proj.weight]
Loading weights:  23%|██▎       | 92/398 [00:00<00:00, 3311.47it/s, Materializing param=model.layers.8.mlp.gate_proj.weight]
Loading weights:  23%|██▎       | 93/398 [00:00<00:00, 3300.00it/s, Materializing param=model.layers.8.mlp.up_proj.weight]  
Loading weights:  23%|██▎       | 93/398 [00:00<00:00, 3294.96it/s, Materializing param=model.layers.8.mlp.up_proj.weight]
Loading weights:  24%|██▎       | 94/398 [00:00<00:00, 3313.37it/s, Materializing param=model.layers.8.post_attention_layernorm.weight]
Loading weights:  24%|██▎       | 94/398 [00:00<00:00, 3308.31it/s, Materializing param=model.layers.8.post_attention_layernorm.weight]
Loading weights:  24%|██▍       | 95/398 [00:00<00:00, 3328.06it/s, Materializing param=model.layers.8.self_attn.k_norm.weight]        
Loading weights:  24%|██▍       | 95/398 [00:00<00:00, 3320.77it/s, Materializing param=model.layers.8.self_attn.k_norm.weight]
Loading weights:  24%|██▍       | 96/398 [00:00<00:00, 3344.02it/s, Materializing param=model.layers.8.self_attn.k_proj.weight]
Loading weights:  24%|██▍       | 96/398 [00:00<00:00, 3339.19it/s, Materializing param=model.layers.8.self_attn.k_proj.weight]
Loading weights:  24%|██▍       | 97/398 [00:00<00:00, 3360.90it/s, Materializing param=model.layers.8.self_attn.o_proj.weight]
Loading weights:  24%|██▍       | 97/398 [00:00<00:00, 3356.16it/s, Materializing param=model.layers.8.self_attn.o_proj.weight]
Loading weights:  25%|██▍       | 98/398 [00:00<00:00, 3373.95it/s, Materializing param=model.layers.8.self_attn.q_norm.weight]
Loading weights:  25%|██▍       | 98/398 [00:00<00:00, 3369.20it/s, Materializing param=model.layers.8.self_attn.q_norm.weight]
Loading weights:  25%|██▍       | 99/398 [00:00<00:00, 3391.18it/s, Materializing param=model.layers.8.self_attn.q_proj.weight]
Loading weights:  25%|██▍       | 99/398 [00:00<00:00, 3386.53it/s, Materializing param=model.layers.8.self_attn.q_proj.weight]
Loading weights:  25%|██▌       | 100/398 [00:00<00:00, 3403.25it/s, Materializing param=model.layers.8.self_attn.v_proj.weight]
Loading weights:  25%|██▌       | 100/398 [00:00<00:00, 3398.54it/s, Materializing param=model.layers.8.self_attn.v_proj.weight]
Loading weights:  25%|██▌       | 101/398 [00:00<00:00, 3418.20it/s, Materializing param=model.layers.9.input_layernorm.weight] 
Loading weights:  25%|██▌       | 101/398 [00:00<00:00, 3411.18it/s, Materializing param=model.layers.9.input_layernorm.weight]
Loading weights:  26%|██▌       | 102/398 [00:00<00:00, 3431.58it/s, Materializing param=model.layers.9.mlp.down_proj.weight]  
Loading weights:  26%|██▌       | 102/398 [00:00<00:00, 3397.57it/s, Materializing param=model.layers.9.mlp.down_proj.weight]
Loading weights:  26%|██▌       | 103/398 [00:00<00:00, 3418.31it/s, Materializing param=model.layers.9.mlp.gate_proj.weight]
Loading weights:  26%|██▌       | 103/398 [00:00<00:00, 3413.43it/s, Materializing param=model.layers.9.mlp.gate_proj.weight]
Loading weights:  26%|██▌       | 104/398 [00:00<00:00, 3430.46it/s, Materializing param=model.layers.9.mlp.up_proj.weight]  
Loading weights:  26%|██▌       | 104/398 [00:00<00:00, 3425.56it/s, Materializing param=model.layers.9.mlp.up_proj.weight]
Loading weights:  26%|██▋       | 105/398 [00:00<00:00, 3443.25it/s, Materializing param=model.layers.9.post_attention_layernorm.weight]
Loading weights:  26%|██▋       | 105/398 [00:00<00:00, 3438.25it/s, Materializing param=model.layers.9.post_attention_layernorm.weight]
Loading weights:  27%|██▋       | 106/398 [00:00<00:00, 3447.20it/s, Materializing param=model.layers.9.self_attn.k_norm.weight]        
Loading weights:  27%|██▋       | 106/398 [00:00<00:00, 3442.19it/s, Materializing param=model.layers.9.self_attn.k_norm.weight]
Loading weights:  27%|██▋       | 107/398 [00:00<00:00, 3463.64it/s, Materializing param=model.layers.9.self_attn.k_proj.weight]
Loading weights:  27%|██▋       | 107/398 [00:00<00:00, 3458.91it/s, Materializing param=model.layers.9.self_attn.k_proj.weight]
Loading weights:  27%|██▋       | 108/398 [00:00<00:00, 3480.46it/s, Materializing param=model.layers.9.self_attn.o_proj.weight]
Loading weights:  27%|██▋       | 108/398 [00:00<00:00, 3475.73it/s, Materializing param=model.layers.9.self_attn.o_proj.weight]
